Standard Number,Standard Name,YEAR,PUBLISHER,Price,Description,Currency,Image_URL,Updated_At,Discount,Visible
DIN EN ISO 16122-4:2026-05,Agricultural and forestry machines - Inspection of sprayers in use - Part 4: Fixed and semi-mobile sprayers (ISO 16122-4:2024),2026-05,DIN,169.07,Fertilizers*Plant protectives*Sprayers*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16140-2:2025-07,Microbiology of the food chain - Method validation - Part 2: Protocol for the validation of alternative (proprietary) methods against a reference method (ISO 16140-2:2016 + Amd 1:2024) (includes Amendment A1:2024),2025-07,DIN,313.27,Food products*Microbiology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16140-3:2026-02,Microbiology of the food chain - Method validation - Part 3: Protocol for the verification of reference methods and validated alternative methods in a single laboratory (ISO 16140-3:2021 + Amd 1:2025) (includes Amendment A1:2025),2026-02,DIN,367.48,Animal feed*Food products*Laboratories*Microbiology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16140-4:2026-02,Microbiology of the food chain - Method validation - Part 4: Protocol for method validation in a single laboratory (ISO 16140-4:2020 + Amd 1:2024 + Amd 2:2025),2026-02,DIN,268.22,Animal feed*Food products*Laboratories*Microbiology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16187:2025-07,Footwear and footwear components - Test method to assess antibacterial activity (ISO 16187:2025),2025-07,DIN,135.23,Shoes*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16276-1:2025-09,"Corrosion protection of steel structures by protective paint systems - Assessment of, and acceptance criteria for, the adhesion/cohesion (fracture strength) of a coating - Part 1: Pull-off testing (ISO 16276-1:2025)",2025-09,DIN,123.74,Coating materials*Corrosion protection*Paints*Structural steels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16276-2:2025-09,"Corrosion protection of steel structures by protective paint systems - Assessment of, and acceptance criteria for, the adhesion/cohesion (fracture strength) of a coating - Part 2: Cross-cut testing and X-cut testing (ISO 16276-2:2025)",2025-09,DIN,123.74,Coating materials*Corrosion protection*Paints*Structural steels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16321-1:2026-06,Eye and face protection for occupational use - Part 1: General requirements (ISO 16321-1:2021),2026-06,DIN,232.34,Eye protectors*Face shields*Filters (eye protectors)*Protective equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16321-2:2026-06,Eye and face protection for occupational use - Part 2: Additional requirements for protectors used during welding and related techniques (ISO 16321-2:2021),2026-06,DIN,169.07,Eye protectors*Filters (eye protectors)*Protective clothing*Welding,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16321-3:2026-06,Eye and face protection for occupational use - Part 3: Additional requirements for mesh protectors (ISO 16321-3:2021),2026-06,DIN,123.74,Eye protectors*Face shields*Filters (eye protectors)*Protective equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16408:2025-09,Dentistry - Oral care products - Oral rinses (ISO 16408:2025),2025-09,DIN,123.74,Dentistry*Hygiene,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16486-1:2024-04,Plastics piping systems for the supply of gaseous fuels - Unplasticized polyamide (PA-U) piping systems with fusion jointing and mechanical jointing - Part 1: General (ISO 16486-1:2023),2024-04,DIN,178.32,Gas supply*Pipelines*Pipes*Polyamides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16486-2:2025-02,Plastics piping systems for the supply of gaseous fuels - Unplasticized polyamide (PA-U) piping systems with fusion jointing and mechanical jointing - Part 2: Pipes (ISO 16486-2:2024),2025-02,DIN,145.79,Gas supply*Pipelines*Pipes*Polyamides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16486-3:2025-05,Plastics piping systems for the supply of gaseous fuels - Unplasticized polyamide (PA-U) piping systems with fusion jointing and mechanical jointing - Part 3: Fittings (ISO 16486-3:2025),2025-05,DIN,169.07,Fittings*Gas supply*Pipelines*Polyamides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16486-4:2025-10,Plastics piping systems for the supply of gaseous fuels - Unplasticized polyamide (PA-U) piping systems with fusion jointing and mechanical jointing - Part 4: Valves (ISO 16486-4:2025),2025-10,DIN,157.29,Gas supply*Pipelines*Pipes*Polyamides*Valves,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16495:2024-10,"Packaging - Transport packaging for dangerous goods - Test methods (ISO 16495:2022, Corrected version 2023-04)",2024-10,DIN,224.11,Dangerous goods*Packages*Testing*Transport,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16534:2024-09,Thermal insulating products for building applications - Determination of compressive creep (ISO 16534:2020),2024-09,DIN,145.79,Construction*Creep behaviour*Thermal insulating materials,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16546:2024-09,Thermal insulating products for building applications - Determination of freeze-thaw resistance (ISO 16546:2020),2024-09,DIN,111.96,Building materials*Buildings*Thermal insulating materials*Thermal insulation,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16610-21:2025-08,Geometrical product specifications (GPS) - Filtration - Part 21: Linear profile filters: Gaussian filters (ISO 16610-21:2025),2025-08,DIN,178.32,Coordinate measuring machines*Coordinate metrology*Geometrical product specification*Measuring instruments,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16610-31:2025-08,Geometrical product specifications (GPS) - Filtration - Part 31: Robust profile filters: Gaussian regression filters (ISO 16610-31:2025),2025-08,DIN,157.29,Coordinate measuring machines*Coordinate metrology*Filter methods*Geometrical product specification*Measured value,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16671:2026-03,Ophthalmic implants - Irrigating solutions for ophthalmic surgery (ISO 16671:2025),2026-03,DIN,178.32,Implants (surgical)*Ophthalmic optics*Surgery,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16701:2025-10,Corrosion of metals and alloys - Corrosion in artificial atmosphere - Accelerated corrosion test involving exposure under controlled conditions of humidity cycling and intermittent spraying of a salt solution (ISO 16701:2025),2025-10,DIN,224.11,Alloys*Corrosion*Corrosion tests*Metals,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16739-1:2024-09,Industry Foundation Classes (IFC) for data sharing in the construction and facility management industries - Part 1: Data schema (ISO 16739-1:2024); English version EN ISO 16739-1:2024,2024-09,DIN,293.74,Automation systems*BIM*Building Information Modeling*Buildings*Classes*Clear text encoding*Computer applications*Computer software*Construction*Construction industry*Data*Data exchange*Definitions*Descriptions*EXPRESS*Extensible Markup Language*Facility management*File format*Industries*Information interchange*Information models*Information technology*Infrastructure*Interoperability*Management*Plant*Product data*Product descriptions*Product specification*Project planning*Schemes*Software*Structural steel work*Workmanship*XML*3D models,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16784-1:2025-04,Corrosion of metals and alloys - Corrosion and fouling in industrial cooling water systems - Part 1: Guidelines and requirements for conducting pilot-scale evaluation of corrosion and fouling control additives for open recirculating cooling water systems (ISO 16784-1:2024),2025-04,DIN,145.79,Cooling water*Corrosion*Metals*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16784-2:2025-04,Corrosion of metals and alloys - Corrosion and fouling in industrial cooling water systems - Part 2: Evaluation of the performance of cooling water treatment programmes using a pilot-scale test rig (ISO 16784-2:2024),2025-04,DIN,169.07,Cooling water*Corrosion*Metals,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16795:2025-11,Nuclear energy - Determination of Gd&lt;(Index)2&gt;O&lt;(Index)3&gt; content in pellets containing uranium oxide by X-ray fluorescence spectrometry (ISO 16795:2024); English version EN ISO 16795:2025,2025-11,DIN,89.72,Atomic energy*Determination of content*Fluorescence*Gadolinium*Nuclear energy*Nuclear fuels*Nuclear technology*Oxides*Pellets*Uranium*Uranium oxide*X-ray*X-ray fluorescence*X-ray fluorescence spectrometry,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16809:2025-09,Non-destructive testing - Ultrasonic thickness determination (ISO 16809:2025),2025-09,DIN,195.89,Measurement*Non-destructive testing*Thickness*Ultrasonics,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16810:2025-01,Non-destructive testing - Ultrasonic testing - General principles (ISO 16810:2024),2025-01,DIN,135.23,Non-destructive testing*Specification (approval)*Testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16811:2025-06,Non-destructive testing - Ultrasonic testing - Sensitivity and range setting (ISO 16811:2025),2025-06,DIN,214.49,Non-destructive testing*Testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16823:2025-04,Non-destructive testing - Ultrasonic testing - Through-transmission technique (ISO 16823:2025),2025-04,DIN,135.23,Non-destructive testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16826:2025-06,Non-destructive testing - Ultrasonic testing - Testing for discontinuities perpendicular to the surface (ISO 16826:2025),2025-06,DIN,135.23,Non-destructive testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16827:2025-09,Non-destructive testing - Ultrasonic testing - Characterization and sizing of discontinuities (ISO 16827:2025),2025-09,DIN,241.21,Non-destructive testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16828:2025-11,Non-destructive testing - Ultrasonic testing - Time-of-flight diffraction technique for detection and sizing of discontinuities (ISO 16828:2025),2025-11,DIN,169.07,Non-destructive testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16831:2025-09,Non-destructive testing - Ultrasonic testing - Characterization and verification of ultrasonic equipment for the determination of thickness (ISO 16831:2025),2025-09,DIN,145.79,Non-destructive testing*Test equipment*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16834:2025-06,"Welding consumables - Wire electrodes, wires, rods and deposits for gas shielded arc welding of high strength steels - Classification (ISO 16834:2025)",2025-06,DIN,145.79,Classification*Gas-shielded welding*Welding filler metals,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16906:2024-12,Resilient floor coverings - Determination of seam strength (ISO 16906:2015),2024-12,DIN,78.41,Determination*Floor coverings*Seams,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 16946:2024-09,Non-destructive testing - Ultrasonic testing - Specification for a step wedge standard block (ISO 16946:2024),2024-09,DIN,100.93,Non-destructive testing*Ultrasonic testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO/IEC 17024:2026-07,Conformity assessment - General requirements for bodies operating certification of persons (ISO/IEC 17024:2026); German and English version EN ISO/IEC 17024:2026,2026-07,DIN,156.45,Acceptance tests*Application*Approval tests*Capability*Certificates*Certification*Certification (approval)*Certification bodies*Conformity*Definitions*Electrical engineering*Management systems*Personnel*Persons*Programmes*Qualification proof*Qualifications*Quality assurance*Quality assurance systems*Quality control*Quality management*Specification (approval)*Surveillance (approval)*Testing*Testing devices,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17099:2026-02,Radiological protection - Performance criteria for laboratories using the cytokinesis-block micronucleus (CBMN) assay in peripheral blood lymphocytes for biological dosimetry (ISO 17099:2024),2026-02,DIN,204.86,Laboratories*Radiation protection,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17117-1:2026-03,Health informatics - Terminological resources - Part 1: Characteristics (ISO 17117-1:2025); English version EN ISO 17117-1:2025,2026-03,DIN,142.62,Clinical*Clinics*Computer sciences*Concepts*Data processing*Definitions*EDP*Identifiers*Information interchange*Information processing*Linguistics*Medical informatics*Medical sciences*Personal health*Properties*Safety*Terminological*Terminology*Terms,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17138:2026-03,"Fine ceramics (advanced ceramics, advanced technical ceramics) - Mechanical properties of ceramic composites at room temperature - Determination of flexural strength (ISO 17138:2025)",2026-03,DIN,111.96,Advanced technical ceramics*Ambient temperatures*Composite materials*Mechanical properties,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17162:2026-02,"Fine ceramics (advanced ceramics, advanced technical ceramics) - Mechanical properties of monolithic ceramics at room temperature - Determination of compressive strength (ISO 17162:2014)",2026-02,DIN,111.96,Advanced technical ceramics*Ambient temperatures*Mechanical properties,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17174:2024-12,Molecular biomarker analysis - DNA barcoding of fish and fish products using defined mitochondrial cytochrome b and cytochrome c oxidase I gene segments (ISO 17174:2024),2024-12,DIN,157.29,Biomarkers*Fish (meat)*Food testing*Identification,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17201-2:2026-04,Acoustics - Noise from shooting ranges - Part 2: Calculation of muzzle blast (ISO 17201-2:2025),2026-04,DIN,157.29,Acoustics*Formulae*Shooting ranges*Sound propagation,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17201-4:2026-04,Acoustics - Noise from shooting ranges - Part 4: Calculation of projectile sound (ISO 17201-4:2025),2026-04,DIN,214.49,Acoustics*Shooting ranges*Sound propagation,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17232:2026-03,Leather - Physical and mechanical tests - Determination of heat resistance of patent leather (ISO 17232:2025),2026-03,DIN,100.93,Leather*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN ISO 17234-1:2025-04,Leather - Chemical tests for the determination of certain azo colourants in dyed leathers - Part 1: Determination of certain aromatic amines derived from azo colourants (ISO 17234-1:2024),2025-04,DIN,178.32,Azo dyes*Leather*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
